date,CR-V22-High-Vis-Yellow-5XL,CR-V22-High-Vis-Yellow-3XL,CR-V22-High-Vis-Yellow-2XL,CR-V22-High-Vis-Yellow-XL,CR-V22-High-Vis-Yellow-L,CR-V22-High-Vis-Yellow-M,CR-V22-High-Vis-Yellow-S,CR-V22-High-Vis-Yellow-XS
18/07/2023,0,2,0,0,0,0,0,0
19/07/2023,0,0,0,9,11,10,10,0
20/07/2023,0,0,0,10,10,15,10,5
21/07/2023,0,0,0,0,0,0,0,0
22/07/2023,3,0,8,8,7,7,7,0
23/07/2023,0,0,0,0,0,0,0,0
24/07/2023,0,0,0,12,5,0,0,0
25/07/2023,0,0,0,0,12,5,1,0
26/07/2023,0,1,8,31,15,26,20,0
27/07/2023,0,0,0,20,20,0,0,0
28/07/2023,0,0,0,0,0,0,0,0
29/07/2023,0,0,0,0,0,0,0,0
30/07/2023,0,1,1,2,1,1,1,0
31/07/2023,0,0,4,5,3,3,0,0
1/08/2023,0,2,7,28,43,3,2,0
2/08/2023,0,0,5,18,13,7,0,0
3/08/2023,0,0,15,40,35,8,7,0
4/08/2023,0,0,0,0,0,0,0,0
5/08/2023,0,1,2,4,5,5,1,0
6/08/2023,2,2,19,29,34,20,15,0
7/08/2023,2,0,10,25,33,0,0,0
8/08/2023,2,8,2,18,69,4,0,0
9/08/2023,0,0,13,27,51,46,60,0
10/08/2023,0,50,50,55,10,10,5,0
11/08/2023,0,0,0,0,0,0,0,0
12/08/2023,0,0,0,0,0,0,0,0
13/08/2023,0,0,0,0,15,0,0,0
14/08/2023,0,0,56,127,255,200,30,15
15/08/2023,12,21,27,107,97,41,30,0
16/08/2023,0,3,2,9,29,16,5,1
17/08/2023,0,0,0,0,11,4,0,0
18/08/2023,0,0,0,0,0,0,0,0
19/08/2023,0,0,0,0,0,0,0,0
20/08/2023,0,0,0,0,35,60,2,0
21/08/2023,1,0,4,5,4,2,0,0
22/08/2023,0,0,0,65,65,16,6,0
23/08/2023,0,0,0,0,0,0,0,0
24/08/2023,0,0,0,0,0,0,0,0
25/08/2023,0,0,0,0,0,0,0,0
26/08/2023,0,0,0,0,0,0,0,0
27/08/2023,0,0,0,0,2,5,0,0
28/08/2023,0,0,0,0,0,0,0,0
29/08/2023,0,0,5,20,40,50,20,0
30/08/2023,0,0,0,2,0,0,0,0
31/08/2023,0,0,40,20,0,60,60,0
1/09/2023,0,0,0,0,0,0,0,0
2/09/2023,0,0,0,0,0,12,12,12
3/09/2023,0,0,0,0,0,0,1,0
4/09/2023,0,0,0,0,0,0,0,0
5/09/2023,2,4,5,8,10,9,5,0
6/09/2023,0,0,2,0,19,10,14,0
7/09/2023,0,0,0,0,0,0,0,0
8/09/2023,0,0,0,0,0,6,6,0
9/09/2023,0,0,0,0,0,0,0,0
10/09/2023,0,0,50,55,184,47,3,0
11/09/2023,0,50,0,100,0,0,0,0
12/09/2023,0,0,0,0,0,20,0,0
13/09/2023,3,0,4,3,90,2,0,2
14/09/2023,1,11,15,14,20,19,5,0
15/09/2023,0,0,0,0,0,0,0,0
16/09/2023,0,0,0,0,0,0,0,0
17/09/2023,0,0,0,0,0,0,0,0
18/09/2023,0,0,0,0,0,0,0,0
19/09/2023,10,0,10,66,75,0,0,0
20/09/2023,0,0,2,10,25,16,1,0
21/09/2023,3,7,14,59,69,11,3,0
22/09/2023,0,0,0,0,0,0,0,0
23/09/2023,0,0,0,0,0,0,0,0
24/09/2023,0,1,1,28,28,24,2,2
25/09/2023,0,0,0,0,5,5,2,0
26/09/2023,0,5,5,15,15,10,0,0
27/09/2023,0,0,0,0,0,0,0,0
28/09/2023,0,0,0,0,0,0,0,0
29/09/2023,0,0,0,0,0,0,0,0
30/09/2023,0,0,0,0,0,0,0,0
1/10/2023,0,0,0,0,0,0,0,0
2/10/2023,0,0,20,71,103,95,41,0
3/10/2023,0,0,0,0,0,0,0,0
4/10/2023,0,0,0,0,0,2,3,0
5/10/2023,0,0,0,0,0,0,0,0
6/10/2023,0,0,0,0,0,0,0,0
7/10/2023,0,0,0,0,0,0,0,0
8/10/2023,0,0,0,0,0,0,0,0
9/10/2023,0,0,0,0,0,0,0,0
10/10/2023,0,2,16,16,448,136,3,0
11/10/2023,5,0,30,0,35,30,0,0
12/10/2023,0,0,0,0,0,0,0,0
13/10/2023,0,0,0,0,0,0,0,0
14/10/2023,0,0,0,0,0,0,0,0
15/10/2023,0,0,20,68,79,36,20,0
16/10/2023,0,0,2,5,75,40,20,5
17/10/2023,0,0,0,4,4,0,0,0
18/10/2023,0,1,5,24,65,6,0,0
19/10/2023,0,5,3,15,26,11,4,0
20/10/2023,0,0,0,0,0,0,0,0
21/10/2023,0,0,6,6,6,6,0,0
22/10/2023,0,0,20,20,32,0,0,0
23/10/2023,0,0,0,6,11,16,15,0
24/10/2023,0,0,2,5,5,0,0,0
25/10/2023,0,0,4,10,8,0,0,0
26/10/2023,0,0,0,5,10,10,0,0
27/10/2023,0,0,0,0,0,0,0,0
28/10/2023,0,0,0,0,0,0,0,0
29/10/2023,0,0,0,0,3,3,0,0
30/10/2023,0,1,2,2,35,15,5,0
31/10/2023,0,0,40,0,0,0,0,0
1/11/2023,0,0,0,0,0,0,0,0
2/11/2023,0,14,23,24,26,20,10,0
3/11/2023,0,0,0,0,0,0,0,0
4/11/2023,0,0,2,2,2,2,2,0
5/11/2023,0,0,0,60,10,0,0,0
6/11/2023,0,0,0,25,0,0,0,0
7/11/2023,0,0,0,0,50,50,550,0
8/11/2023,0,0,0,0,68,102,84,4
9/11/2023,0,5,15,0,50,5,0,0
10/11/2023,0,0,0,0,0,0,0,0
11/11/2023,0,0,9,5,12,2,2,0
12/11/2023,0,0,2,0,3,3,2,0
13/11/2023,0,0,0,0,0,0,0,0
14/11/2023,0,0,0,0,20,20,7,0
15/11/2023,0,4,8,0,27,15,5,0
16/11/2023,0,0,0,0,25,0,0,0
17/11/2023,0,0,0,0,0,0,0,0
18/11/2023,0,0,0,0,0,0,0,0
19/11/2023,0,0,0,0,0,0,0,0
20/11/2023,0,1,2,0,6,3,3,0
21/11/2023,12,8,17,18,23,36,51,0
22/11/2023,0,0,0,0,0,10,10,0
23/11/2023,0,0,0,0,100,50,0,0
24/11/2023,0,0,0,0,0,0,0,0
25/11/2023,0,0,0,0,0,0,0,0
26/11/2023,0,0,0,0,0,0,0,0
27/11/2023,0,3,0,30,31,17,0,0
28/11/2023,0,0,0,0,0,0,0,0
29/11/2023,0,0,0,0,0,0,0,0
30/11/2023,0,0,2,7,7,11,3,2
1/12/2023,0,0,2,0,2,0,2,0
2/12/2023,0,0,25,10,40,5,0,0
3/12/2023,0,0,0,0,0,0,0,0
4/12/2023,0,0,0,0,0,0,0,0
5/12/2023,0,0,0,0,0,0,0,0
6/12/2023,0,0,10,10,10,0,0,0
7/12/2023,0,0,0,0,0,0,0,0
8/12/2023,0,0,0,20,0,0,0,0
9/12/2023,0,0,10,0,0,0,0,12
10/12/2023,1,3,0,0,5,1,0,0
11/12/2023,0,1,0,80,120,0,0,0
12/12/2023,1,1,7,32,44,37,17,0
13/12/2023,0,23,3,29,9,11,2,0
14/12/2023,0,0,0,1,7,3,0,0
15/12/2023,0,0,0,0,0,0,0,0
