date,CR-V32-High-Vis-Yellow-7XL,CR-V32-High-Vis-Yellow-5XL,CR-V32-High-Vis-Yellow-3XL,CR-V32-High-Vis-Yellow-2XL,CR-V32-High-Vis-Yellow-XL,CR-V32-High-Vis-Yellow-L,CR-V32-High-Vis-Yellow-M,CR-V32-High-Vis-Yellow-S,CR-V32-High-Vis-Yellow-XS
30/05/2023,0,2,0,0,17,30,8,6,0
31/05/2023,0,0,5,2,12,27,22,1,0
01/06/2023,0,0,0,0,0,4,4,4,0
02/06/2023,0,0,0,0,0,0,0,0,0
03/06/2023,0,0,0,0,0,0,0,0,0
04/06/2023,0,0,0,6,6,58,6,0,0
05/06/2023,1,2,0,1,2,11,18,7,1
06/06/2023,0,0,0,0,0,20,0,0,0
07/06/2023,0,1,2,3,0,4,5,0,0
08/06/2023,0,0,0,0,0,0,0,0,0
09/06/2023,0,0,0,0,0,0,0,0,0
10/06/2023,0,0,0,0,0,0,0,0,0
11/06/2023,0,0,0,4,4,3,3,1,0
12/06/2023,0,0,1,1,7,29,4,4,0
13/06/2023,0,0,0,15,25,0,0,0,0
14/06/2023,0,0,5,15,10,10,10,5,5
15/06/2023,0,0,0,0,28,45,45,27,0
16/06/2023,0,0,0,0,0,0,0,0,0
17/06/2023,0,0,0,0,0,0,0,20,0
18/06/2023,0,0,0,0,0,13,2,0,0
19/06/2023,0,0,5,5,5,18,12,10,0
20/06/2023,0,0,0,0,4,14,12,10,0
21/06/2023,0,10,10,55,42,63,17,12,0
22/06/2023,0,0,0,2,80,31,25,13,0
23/06/2023,0,0,0,0,4,9,10,1,0
24/06/2023,0,0,0,0,0,0,0,0,0
25/06/2023,0,0,0,0,45,45,5,3,0
26/06/2023,0,0,0,2,1,0,0,0,0
27/06/2023,0,0,5,0,5,8,8,4,6
28/06/2023,0,0,0,1,3,12,5,1,0
29/06/2023,0,0,0,0,0,0,0,0,0
30/06/2023,0,0,0,0,0,0,0,0,0
01/07/2023,0,0,3,0,2,3,3,0,0
02/07/2023,0,0,8,0,0,10,37,0,0
03/07/2023,0,4,4,6,17,6,0,2,0
04/07/2023,0,0,0,0,8,16,42,10,15
05/07/2023,0,0,2,4,5,12,10,3,0
06/07/2023,0,0,0,0,11,6,7,0,0
07/07/2023,0,0,0,0,0,0,0,0,0
08/07/2023,0,0,0,0,0,0,0,0,0
09/07/2023,0,0,2,6,58,63,35,2,0
10/07/2023,0,0,0,16,38,21,11,1,0
11/07/2023,0,1,1,7,4,4,1,1,0
12/07/2023,0,0,0,0,40,43,23,3,0
13/07/2023,0,3,3,0,18,20,0,0,0
14/07/2023,0,0,0,0,0,0,0,0,0
15/07/2023,0,0,0,0,0,0,0,0,0
16/07/2023,0,0,0,0,0,0,0,0,0
17/07/2023,0,0,0,0,0,0,0,0,0
18/07/2023,0,0,0,0,0,0,0,0,0
19/07/2023,2,4,5,19,54,108,13,3,0
20/07/2023,0,0,0,10,38,55,27,5,0
21/07/2023,0,0,0,0,0,0,0,0,0
22/07/2023,0,0,0,0,0,0,0,0,0
23/07/2023,0,0,1,1,32,16,8,9,0
24/07/2023,0,0,0,3,9,24,8,0,0
25/07/2023,0,0,5,21,29,7,7,0,0
26/07/2023,0,0,12,25,43,25,103,45,2
27/07/2023,0,0,0,0,0,0,0,0,0
28/07/2023,0,0,0,0,0,0,0,0,0
29/07/2023,0,0,0,0,0,0,4,2,0
30/07/2023,0,0,2,4,32,64,44,32,0
31/07/2023,0,0,0,6,6,7,1,1,1
01/08/2023,0,2,2,2,19,29,14,5,0
02/08/2023,0,0,0,0,6,6,0,0,0
03/08/2023,0,0,0,0,26,40,40,20,0
04/08/2023,0,0,0,0,0,0,0,0,0
05/08/2023,0,0,0,0,0,0,0,0,0
06/08/2023,0,0,12,70,50,53,50,30,20
07/08/2023,0,0,6,0,12,212,207,100,0
08/08/2023,0,0,0,11,16,12,8,6,4
09/08/2023,0,2,0,0,23,27,21,10,4
10/08/2023,0,0,0,0,5,11,31,0,1
11/08/2023,0,0,5,7,21,23,21,10,0
12/08/2023,0,0,0,0,0,0,0,0,0
13/08/2023,0,0,0,0,0,2,1,2,0
14/08/2023,2,0,0,5,12,12,8,2,0
15/08/2023,0,0,0,0,5,30,20,0,0
16/08/2023,0,2,12,10,18,56,18,7,0
17/08/2023,1,0,1,1,6,1,0,1,0
18/08/2023,0,0,0,0,0,0,0,0,0
19/08/2023,0,0,0,2,2,3,1,1,0
20/08/2023,0,0,0,0,10,20,11,10,0
21/08/2023,2,2,22,12,4,24,24,12,3
22/08/2023,0,0,2,3,4,11,4,3,0
23/08/2023,0,0,0,0,0,6,2,0,0
24/08/2023,0,0,0,0,80,0,0,0,0
25/08/2023,0,0,0,0,0,4,2,0,0
26/08/2023,0,0,0,1,4,9,9,18,4
27/08/2023,0,0,3,12,23,105,73,5,5
28/08/2023,0,0,0,0,12,13,15,2,0
29/08/2023,0,0,0,0,60,20,20,0,0
30/08/2023,0,1,0,1,12,52,120,17,49
31/08/2023,0,0,10,10,11,13,16,2,0
01/09/2023,0,0,0,0,0,0,0,0,0
02/09/2023,0,0,0,0,6,0,0,0,0
03/09/2023,0,0,0,0,2,15,40,10,0
04/09/2023,5,5,10,10,1,14,11,0,0
05/09/2023,0,0,1,1,0,2,0,0,0
06/09/2023,0,0,10,13,39,45,38,18,0
07/09/2023,0,0,0,4,9,9,10,0,0
08/09/2023,0,0,0,0,0,0,0,0,0
09/09/2023,0,0,0,0,4,9,9,4,0
10/09/2023,0,0,0,2,30,18,8,0,0
11/09/2023,0,0,0,2,115,122,5,0,0
12/09/2023,0,0,5,6,16,33,49,13,0
13/09/2023,0,0,0,6,19,20,13,2,0
14/09/2023,0,0,0,0,6,16,15,7,0
15/09/2023,0,0,0,0,0,0,0,0,0
16/09/2023,0,0,0,0,10,30,10,0,0
17/09/2023,0,0,0,20,40,40,0,0,0
18/09/2023,0,0,0,20,0,0,0,1,0
19/09/2023,0,15,35,35,38,36,13,0,0
20/09/2023,0,0,1,4,6,13,19,13,0
21/09/2023,0,3,4,9,14,22,11,5,0
22/09/2023,0,0,0,5,10,15,10,0,0
23/09/2023,0,0,0,0,0,0,0,0,0
24/09/2023,0,0,0,61,10,11,10,0,0
25/09/2023,0,0,0,0,0,0,0,0,0
26/09/2023,0,0,0,10,60,75,96,26,0
27/09/2023,0,0,2,11,21,22,47,21,0
28/09/2023,0,0,0,0,0,324,0,0,0
29/09/2023,0,0,0,0,0,0,0,0,0
30/09/2023,0,0,0,0,0,0,0,0,0
01/10/2023,0,0,0,5,31,8,0,1,0
02/10/2023,0,0,2,10,61,43,11,4,0
03/10/2023,0,0,0,0,23,12,10,0,0
04/10/2023,0,4,20,4,0,1,2,1,0
05/10/2023,0,0,0,5,20,15,5,5,0
06/10/2023,0,0,0,0,0,0,0,0,0
07/10/2023,0,0,0,0,0,0,0,0,0
08/10/2023,0,0,0,0,0,0,0,0,0
09/10/2023,0,0,0,2,4,10,7,6,0
10/10/2023,0,0,0,0,60,0,0,6,0
11/10/2023,0,0,0,0,0,0,0,0,0
12/10/2023,0,0,0,0,1,2,0,0,0
13/10/2023,0,0,0,0,0,0,0,0,0
14/10/2023,0,0,0,0,6,10,10,5,0
15/10/2023,5,7,5,6,42,78,71,2,0
16/10/2023,0,0,0,0,4,6,12,8,0
17/10/2023,0,5,12,7,59,59,38,20,0
18/10/2023,0,0,0,18,85,17,20,0,0
19/10/2023,0,0,5,15,42,88,110,58,0
20/10/2023,0,0,0,0,0,0,0,0,0
21/10/2023,0,0,0,0,0,0,0,0,0
22/10/2023,0,1,2,8,73,15,4,0,0
23/10/2023,0,0,1,1,8,0,0,0,0
24/10/2023,0,0,0,1,9,8,8,0,0
25/10/2023,0,0,0,0,1,1,12,13,0
26/10/2023,0,0,0,0,0,0,0,0,0
27/10/2023,0,0,0,0,0,0,0,0,0
28/10/2023,0,0,3,53,84,234,93,0,0
29/10/2023,0,0,0,2,1,13,5,0,0
30/10/2023,0,0,0,0,0,1,1,0,0
31/10/2023,10,20,30,40,76,66,41,8,0
01/11/2023,0,0,0,0,5,34,4,11,0
02/11/2023,0,4,4,8,19,46,18,15,0
03/11/2023,0,0,0,0,0,0,0,0,0
04/11/2023,0,3,0,0,15,39,72,6,0
05/11/2023,0,0,0,0,10,20,0,4,0
06/11/2023,4,5,8,4,4,50,15,6,0
07/11/2023,0,0,0,5,45,31,18,10,0
08/11/2023,1,0,0,0,0,7,0,1,3
09/11/2023,0,0,0,0,0,0,0,0,0
10/11/2023,0,0,0,0,0,0,0,0,0
11/11/2023,0,0,4,4,4,4,4,0,0
12/11/2023,0,4,8,24,14,4,0,2,0
13/11/2023,0,0,0,1,6,5,0,0,0
14/11/2023,0,0,0,40,40,43,5,2,0
15/11/2023,0,0,0,50,55,60,27,5,0
16/11/2023,0,0,0,0,50,55,50,55,0
17/11/2023,0,0,0,0,0,0,0,0,0
18/11/2023,0,2,5,7,20,10,5,0,0
19/11/2023,0,1,0,0,0,0,0,1,0
20/11/2023,0,6,6,0,8,8,4,0,0
21/11/2023,0,0,0,0,0,0,0,0,0
22/11/2023,0,0,0,0,8,19,15,12,6
23/11/2023,0,0,0,0,1,2,5,0,0
24/11/2023,0,0,0,0,0,0,0,0,0
25/11/2023,0,0,0,0,0,0,0,0,0
26/11/2023,0,0,0,0,0,0,0,0,0
27/11/2023,0,0,0,0,20,30,14,0,0
28/11/2023,0,0,5,15,10,20,17,3,0
29/11/2023,0,0,0,5,5,5,0,0,0
30/11/2023,0,0,0,0,4,4,2,2,0
01/12/2023,0,0,0,0,0,0,0,0,0
02/12/2023,0,0,0,0,1,1,1,0,0
03/12/2023,0,0,0,0,0,10,8,8,0
04/12/2023,0,0,0,0,0,15,15,0,0
05/12/2023,0,0,0,0,0,0,0,0,0
06/12/2023,0,0,0,0,0,0,0,0,0
07/12/2023,0,0,10,10,10,10,6,0,0
08/12/2023,0,0,0,2,3,5,7,3,0
09/12/2023,0,0,2,3,4,4,18,15,2
10/12/2023,0,0,0,0,11,4,2,11,0
11/12/2023,0,0,0,0,0,0,0,0,0
12/12/2023,0,2,2,0,0,34,11,10,10
13/12/2023,0,0,0,0,20,0,25,0,0
14/12/2023,0,0,0,0,10,19,4,0,0
15/12/2023,0,0,0,0,0,0,0,0,0
