date,CR-V32-High-Vis-Orange-7XL,CR-V32-High-Vis-Orange-5XL,CR-V32-High-Vis-Orange-3XL,CR-V32-High-Vis-Orange-2XL,CR-V32-High-Vis-Orange-XL,CR-V32-High-Vis-Orange-L,CR-V32-High-Vis-Orange-M,CR-V32-High-Vis-Orange-S,CR-V32-High-Vis-Orange-XS
31/05/2023,0,0,0,0,0,0,0,0,0
01/06/2023,0,1,1,0,3,5,2,0,0
02/06/2023,0,0,0,0,0,0,0,0,0
03/06/2023,0,0,0,0,0,0,0,0,0
04/06/2023,0,0,0,0,0,0,0,0,0
05/06/2023,0,0,0,10,10,10,0,0,0
06/06/2023,0,0,0,0,0,1,1,0,0
07/06/2023,0,0,0,0,0,0,0,0,0
08/06/2023,0,0,0,0,0,0,0,0,0
09/06/2023,0,0,0,0,0,0,0,0,0
10/06/2023,0,0,0,0,0,0,0,0,0
11/06/2023,0,0,0,6,6,4,4,2,0
12/06/2023,0,0,10,40,5,5,0,0,0
13/06/2023,0,0,0,0,0,0,0,0,0
14/06/2023,0,0,2,4,6,0,0,8,8
15/06/2023,0,0,0,2,2,7,7,2,0
16/06/2023,0,0,0,0,0,0,0,0,0
17/06/2023,0,0,0,0,0,1,1,1,0
18/06/2023,0,0,0,0,0,0,0,8,8
19/06/2023,0,0,0,10,10,21,10,5,0
20/06/2023,0,0,0,0,4,5,2,1,0
21/06/2023,0,0,0,0,0,0,0,0,0
22/06/2023,0,0,0,42,117,165,5,0,0
23/06/2023,0,0,0,0,0,0,0,0,0
24/06/2023,0,0,0,0,0,0,0,0,0
25/06/2023,0,0,0,0,0,0,0,0,0
26/06/2023,0,0,2,4,4,12,6,12,0
27/06/2023,0,0,0,0,0,0,0,0,0
28/06/2023,0,0,0,0,0,5,3,0,0
29/06/2023,0,0,0,0,0,0,0,0,0
30/06/2023,0,0,0,0,0,0,0,0,0
01/07/2023,0,0,0,3,3,3,3,0,0
02/07/2023,0,0,0,0,21,2,23,3,3
03/07/2023,0,0,0,0,20,25,5,0,0
04/07/2023,0,0,0,0,4,8,8,6,0
05/07/2023,0,0,0,0,0,0,0,0,0
06/07/2023,0,0,0,0,0,6,6,10,10
07/07/2023,0,0,0,0,0,0,0,0,0
08/07/2023,0,0,0,0,0,1,0,6,4
09/07/2023,0,0,0,1,1,10,0,0,0
10/07/2023,0,1,5,8,13,23,19,14,0
11/07/2023,0,0,0,0,1,0,0,0,0
12/07/2023,0,0,0,2,4,19,4,1,3
13/07/2023,0,0,0,0,0,0,0,0,0
14/07/2023,0,0,0,0,0,0,0,0,0
15/07/2023,0,0,0,0,0,0,0,0,0
16/07/2023,0,0,0,0,0,0,0,0,0
17/07/2023,0,0,0,0,0,0,0,0,0
18/07/2023,0,0,0,0,0,0,0,0,0
19/07/2023,0,0,0,0,2,2,2,0,0
20/07/2023,0,0,0,0,0,0,0,0,0
21/07/2023,0,0,0,0,0,0,0,0,0
22/07/2023,0,0,0,0,0,0,0,0,0
23/07/2023,0,0,0,0,31,100,100,5,0
24/07/2023,0,0,0,0,0,0,0,0,0
25/07/2023,0,0,0,0,0,0,0,0,0
26/07/2023,0,0,0,0,0,2,5,5,2
27/07/2023,0,0,0,0,0,0,0,0,0
28/07/2023,0,0,0,0,0,0,0,0,0
29/07/2023,0,0,0,0,0,0,0,0,0
30/07/2023,0,0,0,2,32,23,0,0,0
31/07/2023,0,0,0,0,0,1,1,1,1
01/08/2023,0,0,0,0,2,4,0,0,0
02/08/2023,0,0,2,2,0,12,10,2,0
03/08/2023,0,0,0,2,5,8,5,0,0
04/08/2023,0,0,0,0,0,0,0,0,0
05/08/2023,0,0,1,1,3,4,0,1,0
06/08/2023,0,0,0,0,0,0,0,0,0
07/08/2023,0,0,0,0,18,24,4,4,0
08/08/2023,0,0,0,0,10,2,2,1,0
09/08/2023,0,0,0,5,11,1,0,0,0
10/08/2023,0,0,5,0,14,16,13,12,0
11/08/2023,0,0,0,0,0,0,0,0,0
12/08/2023,0,0,0,0,0,0,0,0,0
13/08/2023,0,0,0,0,0,0,0,0,0
14/08/2023,0,0,0,0,0,0,0,0,0
15/08/2023,0,0,0,0,23,13,11,1,0
16/08/2023,0,1,0,0,3,12,0,0,0
17/08/2023,0,0,0,0,0,0,0,0,0
18/08/2023,0,0,0,0,0,0,0,0,0
19/08/2023,0,0,3,3,9,12,21,11,7
20/08/2023,0,0,0,0,8,14,6,5,0
21/08/2023,0,0,0,0,0,40,30,0,0
22/08/2023,0,0,0,0,0,0,0,0,0
23/08/2023,0,0,0,0,0,0,0,0,0
24/08/2023,0,0,0,0,5,5,0,0,0
25/08/2023,0,0,0,0,0,0,0,0,0
26/08/2023,0,0,0,0,10,35,20,16,0
27/08/2023,0,0,2,2,8,36,33,3,0
28/08/2023,0,0,0,0,0,5,0,0,0
29/08/2023,0,0,0,0,0,44,0,0,0
30/08/2023,0,0,0,1,0,2,2,0,0
31/08/2023,0,0,0,0,0,0,0,0,0
01/09/2023,0,0,0,0,0,0,0,0,0
02/09/2023,0,0,0,0,7,0,0,0,0
03/09/2023,1,0,0,0,5,21,0,0,0
04/09/2023,0,0,0,6,10,11,7,2,0
05/09/2023,0,0,0,6,10,10,10,0,0
06/09/2023,0,0,0,0,2,2,0,0,0
07/09/2023,0,0,0,20,20,30,30,0,0
08/09/2023,0,0,0,0,0,0,0,0,0
09/09/2023,0,0,0,0,0,0,0,0,0
10/09/2023,0,0,0,0,0,30,0,0,0
11/09/2023,0,0,4,2,3,3,2,0,0
12/09/2023,0,2,0,2,31,7,6,3,0
13/09/2023,0,0,0,0,2,4,4,0,0
14/09/2023,0,0,0,0,0,0,0,2,0
15/09/2023,0,0,0,0,0,0,0,0,0
16/09/2023,0,0,0,0,0,0,0,0,0
17/09/2023,0,0,0,0,0,0,0,0,0
18/09/2023,0,0,0,0,0,0,0,0,0
19/09/2023,0,0,0,12,18,25,13,2,0
20/09/2023,0,0,0,20,17,19,4,2,0
21/09/2023,0,0,0,20,0,0,0,0,0
22/09/2023,0,0,0,0,0,0,0,0,0
23/09/2023,0,0,0,0,0,0,0,0,0
24/09/2023,1,0,5,12,12,36,32,0,0
25/09/2023,0,0,8,8,8,11,11,8,0
26/09/2023,2,0,0,5,20,35,35,11,0
27/09/2023,0,0,3,0,0,1,4,0,0
28/09/2023,0,0,0,1,5,15,0,0,0
29/09/2023,0,0,0,0,0,0,0,0,0
30/09/2023,0,0,0,0,0,0,0,0,0
01/10/2023,0,0,0,0,0,0,0,0,0
02/10/2023,10,8,8,8,0,0,0,0,0
03/10/2023,0,0,0,0,0,0,0,0,0
04/10/2023,0,0,0,0,0,0,50,50,0
05/10/2023,0,0,0,3,5,12,14,5,0
06/10/2023,0,0,0,0,0,0,0,0,0
07/10/2023,0,0,0,0,0,0,0,0,0
08/10/2023,0,0,0,0,0,0,0,0,0
09/10/2023,0,0,0,0,0,0,0,0,0
10/10/2023,0,0,0,1,0,48,6,0,0
11/10/2023,0,0,0,0,0,0,0,0,0
12/10/2023,0,0,0,0,0,0,0,0,0
13/10/2023,0,0,0,0,0,0,0,0,0
14/10/2023,0,0,0,0,0,0,0,0,0
15/10/2023,0,0,0,0,9,15,11,11,0
16/10/2023,0,0,0,0,0,0,0,1,0
17/10/2023,0,0,0,1,0,1,0,0,0
18/10/2023,0,0,2,1,2,4,0,2,0
19/10/2023,0,0,0,0,0,0,0,0,0
20/10/2023,0,0,0,0,0,0,0,0,0
21/10/2023,0,0,0,0,0,0,0,0,0
22/10/2023,0,1,1,0,0,43,2,0,0
23/10/2023,0,0,0,0,0,0,0,0,0
24/10/2023,0,0,0,0,3,8,8,5,0
25/10/2023,0,0,0,0,1,1,2,1,2
26/10/2023,0,0,0,0,0,0,0,1,0
27/10/2023,0,0,0,0,0,0,0,0,0
28/10/2023,0,0,0,0,0,0,0,0,0
29/10/2023,0,0,0,15,15,20,55,20,0
30/10/2023,0,0,0,0,5,5,5,0,0
31/10/2023,0,0,0,0,0,0,0,0,0
01/11/2023,0,0,0,5,5,0,30,0,0
02/11/2023,0,0,0,2,2,2,0,0,0
03/11/2023,0,0,0,0,0,0,0,0,0
04/11/2023,0,0,3,0,15,27,21,3,0
05/11/2023,0,0,0,0,1,6,5,0,0
06/11/2023,0,0,0,0,0,0,0,0,0
07/11/2023,0,0,0,5,5,0,0,0,0
08/11/2023,0,0,0,2,7,5,5,5,0
09/11/2023,0,0,0,0,0,0,0,0,0
10/11/2023,0,0,0,0,0,0,0,0,0
11/11/2023,0,0,0,0,0,0,0,0,0
12/11/2023,0,0,0,0,18,15,25,20,0
13/11/2023,0,0,0,0,0,0,0,0,0
14/11/2023,0,0,0,0,2,0,0,0,0
15/11/2023,0,0,0,0,27,11,0,0,0
16/11/2023,0,0,0,0,0,0,0,0,0
17/11/2023,0,0,0,0,0,0,0,0,0
18/11/2023,0,0,0,0,0,0,0,0,0
19/11/2023,0,0,0,0,0,0,0,0,0
20/11/2023,0,0,0,0,0,0,0,0,0
21/11/2023,0,0,1,10,34,16,16,14,3
22/11/2023,0,0,0,0,0,0,0,0,0
23/11/2023,0,0,0,0,0,0,0,0,0
24/11/2023,0,0,0,0,20,0,0,0,0
25/11/2023,0,0,0,0,4,11,5,0,0
26/11/2023,0,0,0,0,0,0,0,0,0
27/11/2023,0,0,0,0,0,1,0,0,0
28/11/2023,0,0,0,10,0,15,5,3,0
29/11/2023,0,0,0,0,0,0,0,0,0
30/11/2023,0,0,0,0,0,0,0,0,0
01/12/2023,0,0,0,0,0,0,0,0,0
02/12/2023,0,0,0,0,0,0,0,0,0
03/12/2023,0,0,0,0,0,0,0,0,0
04/12/2023,0,0,0,0,0,0,0,0,0
05/12/2023,0,0,0,0,0,0,0,0,0
06/12/2023,0,0,0,0,0,0,0,0,0
07/12/2023,0,0,0,0,0,0,0,0,0
08/12/2023,0,0,0,0,0,0,0,0,0
09/12/2023,0,0,0,3,5,20,12,0,0
10/12/2023,0,0,0,0,0,0,0,0,0
11/12/2023,0,0,0,0,0,0,0,0,0
12/12/2023,0,0,0,0,14,0,0,0,0
13/12/2023,0,0,0,0,0,20,0,0,0
14/12/2023,0,0,0,0,0,0,0,0,0
15/12/2023,0,0,0,0,0,0,0,0,0
